r1_norm,r5_norm,r20_norm
-3.215083720566473,0.03668102898373669,-0.8464178591966319
0.1461639224934081,-0.09280121506658119,-0.6561265656672836
0.06707974124122992,-1.2539586435748615,1.888195437819782
2.179129269165279,-0.20848393939302515,-0.6842833425671935
0.9006498046567096,0.859710893360882,-1.3715769638191937
-1.0886228926254733,-1.1140920728358337,0.737064789461911
-0.371415164178126,-1.1936636189457868,0.21852982535681953
0.9800047302235314,0.2706566465847255,0.4564253972487277
0.8586081956442022,-0.3814416407113031,-0.753928283802805
-0.572952891733942,0.6915973818712112,-1.7984260569220818
0.03159325823836654,2.897118988713002,0.427414284583108
-0.5946755272759389,0.17707018295605795,-0.4733080455067348
-0.2501849832926911,-0.5543309146829274,-0.856228044077658
-2.3074384860807937,-0.5597631775297017,0.08386636887335867
0.4842712327868022,-1.095796913173662,-2.354709637885889
-0.3571243731430665,0.9820203674488013,-0.6345230261637129
-0.33455607723344566,-1.5959998688510604,1.3932807182174671
-2.292543647686133,-0.07566569498991688,0.25899680373598255
2.0295758031937448,0.7782986818337693,-1.5448505667096972
0.5169753149682084,-1.5667573908481978,0.36976324291751905
-0.020499382907137275,2.356749476700728,-1.5553816692319484
0.9053633773846087,-0.5663789855331979,-1.3105066564083752
-0.04570241714232036,0.17333034064958475,0.27112962570628024
-0.01867305851564576,-0.6432262676179518,0.7897697175305084
0.9883832439133224,0.32603209647642384,0.3748880829785663
-1.734866905853563,0.41904814385552025,-0.5251365344787755
0.2854586349099155,0.8830099804431367,-0.12690281793134442
-1.7477468097656528,-1.2373006916073195,0.12474926712185068
0.15522259171295244,-0.9276378858385032,-1.653680153090839
0.6996545356499848,1.2715413600481826,0.10094605316805055
-0.8559709937739324,0.2940643665479244,-2.1590798618808167
0.023636730436272346,0.17934635578691388,-3.283584357730003
-2.5388870473591445,0.3507975786194062,2.4511364972427816
0.35809511009833994,-0.410317812059691,-2.6696378922632666
0.5034995266861471,-0.6810978859883973,0.7977848004863463
-0.44956474165535093,-0.61211943031703,0.515392986853265
-1.2354241832258077,-0.9093508762913743,-0.4539113588851865
0.8866584144312369,-0.11474300414033008,0.8517687523741708
1.0979061045509995,-1.1194263929048247,-2.987653122372567
0.2704428427743113,-1.081904782580553,0.25298652152212353
0.14136127795590409,1.3387694952102431,1.0358110526343831
1.5983938439657635,0.8348252920346391,1.4653680279674661
-1.0581504862867661,-0.02687891550326188,0.8846551961142853
-2.1388589275562078,-1.3814159059855449,0.5684394111969743
0.6558300536543683,-1.0430964878863902,-1.0876634264301697
2.0602813428964297,-0.18403789345282243,1.1971804113431643
-0.39911466943989565,0.1593660021866001,-0.20728814605761686
-0.686508054522752,0.21815685586696285,0.5690960310650699
-1.4733559598875936,-2.856078025277054,0.14193851985488878
1.954005770648341,2.0567285737085896,0.6371086707846021
3.802890830266905,-1.3113320667459536,0.7814522125553255
0.3252187217661547,0.5745299988300017,-0.11347705549938443
-0.4510479116101176,0.6859745250388367,-1.1241723010533549
2.0574086529355933,0.5852940656011818,0.8523673719259143
0.359320572953892,-0.39827727294159465,-1.141709520278907
1.4344793915913356,-0.7236408600006994,0.664796335104392
-0.005293134954640678,-1.5613465768392998,-0.5025386716084683
-0.2045471485515426,-0.6720565179687311,-0.6061222994028942
-0.8831769034554598,-0.1775581195258409,0.6346621619742399
0.031732421270497614,-1.8118286409816258,-0.30458163706915237
